cpu_name;cores;cpu_mark;thread_mark;tdp;socket;category
[Dual CPU] Intel Xeon E5430 @ 2.66GHz;4;4270;1162;80;LGA771;Server
Intel Xeon E5440 @ 2.83GHz;4;2372;1229;80;LGA771;Server
[Dual CPU] Intel Xeon E5440 @ 2.83GHz;4;4440;1241;80;LGA771;Server
Intel Xeon E5450 @ 3.00GHz;4;2574;1283;80;LGA771;Server
[Dual CPU] Intel Xeon E5450 @ 3.00GHz;4;4669;1286;80;LGA771;Server
Intel Xeon E5462 @ 2.80GHz;4;2146;1148;80;LGA771;Server
[Dual CPU] Intel Xeon E5462 @ 2.80GHz;4;4549;1239;80;LGA771;Server
Intel Xeon E5472 @ 3.00GHz;4;2286;1211;80;LGA771;Server
[Dual CPU] Intel Xeon E5472 @ 3.00GHz;4;4765;1326;80;LGA771;Server
Intel Xeon E5502 @ 1.87GHz;2;837;799;80;LGA1366;Server
[Dual CPU] Intel Xeon E5502 @ 1.87GHz;2;1853;825;80;LGA1366;Server
Intel Xeon E5503 @ 2.00GHz;2;804;845;80;LGA1366;Server
[Dual CPU] Intel Xeon E5503 @ 2.00GHz;2;1707;734;80;LGA1366;Server
Intel Xeon E5504 @ 2.00GHz;4;1519;825;80;LGA1366;Server
[Dual CPU] Intel Xeon E5504 @ 2.00GHz;4;3292;868;80;LGA1366;Server
Intel Xeon E5506 @ 2.13GHz;4;1944;927;80;LGA1366;Server
[Dual CPU] Intel Xeon E5506 @ 2.13GHz;4;3686;909;80;LGA1366;Server
Intel Xeon E5507 @ 2.27GHz;4;1928;997;80;LGA1366;Server
[Dual CPU] Intel Xeon E5507 @ 2.27GHz;4;4256;1026;80;LGA1366;Server
Intel Xeon E5520 @ 2.27GHz;4;2519;1050;80;LGA1366;Server
[Dual CPU] Intel Xeon E5520 @ 2.27GHz;4;4614;1108;80;LGA1366;Server
Intel Xeon E5530 @ 2.40GHz;4;2680;1149;80;LGA1366;Server
[Dual CPU] Intel Xeon E5530 @ 2.40GHz;4;5199;1156;80;LGA1366;Server
Intel Xeon E5540 @ 2.53GHz;4;2783;1203;80;LGA1366;Server
[Dual CPU] Intel Xeon E5540 @ 2.53GHz;4;4869;1126;80;LGA1366;Server
Intel Xeon E5603 @ 1.60GHz;4;1935;712;80;LGA1366;Server
[Dual CPU] Intel Xeon E5603 @ 1.60GHz;4;3548;710;80;LGA1366;Server
Intel Xeon E5606 @ 2.13GHz;4;2365;942;80;LGA1366;Server
[Dual CPU] Intel Xeon E5606 @ 2.13GHz;4;4258;882;80;LGA1366;Server
Intel Xeon E5607 @ 2.27GHz;4;2686;1002;80;LGA1366;Server
[Dual CPU] Intel Xeon E5607 @ 2.27GHz;4;4969;1009;80;LGA1366;Server
Intel Xeon E5620 @ 2.40GHz;4;3502;1085;80;LGA1366;Server
[Dual CPU] Intel Xeon E5620 @ 2.40GHz;4;6521;1088;80;LGA1366;Server
Intel Xeon E5630 @ 2.53GHz;4;3754;1183;80;LGA1366;Server
[Dual CPU] Intel Xeon E5630 @ 2.53GHz;4;6898;1170;80;LGA1366;Server
Intel Xeon E5640 @ 2.67GHz;4;3702;1157;80;LGA1366;Server
[Dual CPU] Intel Xeon E5640 @ 2.67GHz;4;7455;1252;80;LGA1366;Server
Intel Xeon E5645 @ 2.40GHz;6;5046;1156;80;LGA1366;Server
[Dual CPU] Intel Xeon E5645 @ 2.40GHz;6;9098;1172;80;LGA1366;Server
Intel Xeon E5649 @ 2.53GHz;6;5686;1327;80;LGA1366;Server
[Dual CPU] Intel Xeon E5649 @ 2.53GHz;6;9469;1205;80;LGA1366;Server
Intel Xeon E7- 2830 @ 2.13GHz;4;2027;559;105;LGA1567;Server
[Dual CPU] Intel Xeon E7- 4807 @ 1.87GHz;6;6223;721;95;LGA1567;Server
[Quad CPU] Intel Xeon E7- 4850 @ 2.00GHz;10;21385;931;130;LGA1567;Server
[Dual CPU] Intel Xeon E7- 4850 @ 2.00GHz;10;12053;923;130;LGA1567;Server
[Quad CPU] Intel Xeon E7- 4860 @ 2.27GHz;10;20367;1092;130;LGA1567;Server
[Quad CPU] Intel Xeon E7- 4870 @ 2.40GHz;10;24172;1094;130;LGA1567;Server
[Dual CPU] Intel Xeon E7- 4870 @ 2.40GHz;10;11939;1054;130;LGA1567;Server
[Quad CPU] Intel Xeon E7- 8837 @ 2.67GHz;8;17333;1011;130;LGA1567;Server
[Quad CPU] Intel Xeon E7- 8870 @ 2.40GHz;10;24434;1124;130;LGA1567;Server
[Quad CPU] Intel Xeon E7-4830 @ 2.13GHz;8;19981;1012;105;LGA1567;Server
[Quad CPU] Intel Xeon E7-4880 v2 @ 2.50GHz;15;39311;1610;130;LGA 2011;Server
[Quad CPU] Intel Xeon E7-4890 v2 @ 2.80GHz;15;45066;1798;155;LGA 2011-1;Server
[Dual CPU] Intel Xeon E7-4890 v2 @ 2.80GHz;15;25055;1790;155;LGA 2011-1;Server
[Quad CPU] Intel Xeon E7-8857 v2 @ 3.00GHz;12;36304;1935;130;FCLGA2011;Server
[Quad CPU] Intel Xeon E7-8867 v3 @ 2.50GHz;16;46001;1730;165;FCLGA2011;Server
[Dual CPU] Intel Xeon E7-8880 v2 @ 2.50GHz;15;25966;1316;130;LGA 2011-1;Server
Intel Xeon E7-8880 v3 @ 2.30GHz;18;18244;1612;150;LGA2011-1;Server
[Quad CPU] Intel Xeon E7-8880 v3 @ 2.30GHz;18;50157;1574;150;LGA2011-1;Server
[Dual CPU] Intel Xeon E7-8880 v3 @ 2.30GHz;18;34583;1787;150;LGA2011-1;Server
[Quad CPU] Intel Xeon E7-8880 v4 @ 2.20GHz;22;56323;1581;150;FCLGA2011;Server
[Dual CPU] Intel Xeon E7-8880 v4 @ 2.20GHz;22;37875;1647;150;FCLGA2011;Server
[Quad CPU] Intel Xeon E7-8890 v3 @ 2.50GHz;18;51476;1634;165;LGA2011-1;Server
[Quad CPU] Intel Xeon E7-8890 v4 @ 2.20GHz;24;69143;2175;165;LGA2011-v3;Server
Intel Xeon E7-8891 v3 @ 2.80GHz;10;21615;1715;165;LGA2011-v3;Server
[Quad CPU] Intel Xeon E7-8891 v4 @ 2.80GHz;10;47104;2130;165;FCLGA2011;Server
[Quad CPU] Intel Xeon E7-8893 v4 @ 3.20GHz;4;28424;2270;140;FCLGA2011;Server
[Quad CPU] Intel Xeon E7-8894 v4 @ 2.40GHz;24;60496;1858;165;FCLGA2011;Server
[Quad CPU] Intel Xeon E7-8895 v2 @ 2.80GHz;15;57307;2010;155;FCLGA2011;Server
Intel Xeon E7320 @ 2.13GHz;4;1469;776;80;604;Server
[Quad CPU] Intel Xeon E7320 @ 2.13GHz;4;5286;811;80;604;Server
[Quad CPU] Intel Xeon E7330 @ 2.40GHz;4;6792;933;80;PGA604, PPGA604;Server
[Quad CPU] Intel Xeon E7340 @ 2.40GHz;4;6544;960;80;PGA604;Server
[Quad CPU] Intel Xeon E7450 @ 2.40GHz;6;9932;1018;90;PGA604;Server
[Quad CPU] Intel Xeon E7530 @ 1.87GHz;6;7231;887;105;FCLGA1567;Server
[Quad CPU] Intel Xeon E7540 @ 2.00GHz;6;9409;911;105;FCLGA1567;Server
Intel Xeon Gold 5115 @ 2.40GHz;10;14649;1841;85;FCLGA3647;Server
[Dual CPU] Intel Xeon Gold 5115 @ 2.40GHz;10;20202;1873;85;FCLGA3647;Server
Intel Xeon Gold 5117 @ 2.00GHz;14;15816;1531;105;Unknown;Server
[Dual CPU] Intel Xeon Gold 5117 @ 2.00GHz;14;26794;1499;105;Unknown;Server
Intel Xeon Gold 5118 @ 2.30GHz;12;16669;1812;105;FCLGA3647;Server
[Dual CPU] Intel Xeon Gold 5118 @ 2.30GHz;12;25601;1711;105;FCLGA3647;Server
Intel Xeon Gold 5120 @ 2.20GHz;14;17686;1847;105;FCLGA3647;Server
[Dual CPU] Intel Xeon Gold 5120 @ 2.20GHz;14;29566;1687;105;FCLGA3647;Server
Intel Xeon Gold 5120T @ 2.20GHz;14;18127;1849;105;FCLGA3647;Server
Intel Xeon Gold 5122 @ 3.60GHz;4;8843;2149;105;FCLGA3647;Server
[Dual CPU] Intel Xeon Gold 5122 @ 3.60GHz;4;16348;2212;105;FCLGA3647;Server
Intel Xeon Gold 5215 @ 2.50GHz;10;15624;1835;85;FCLGA3647;Server
[Dual CPU] Intel Xeon Gold 5215 @ 2.50GHz;10;22066;1953;85;FCLGA3647;Server
Intel Xeon Gold 5217 @ 3.00GHz;8;15429;2173;115;FCLGA3647;Server
[Dual CPU] Intel Xeon Gold 5217 @ 3.00GHz;8;25455;2089;115;FCLGA3647;Server
Intel Xeon Gold 5218 @ 2.30GHz;16;21986;2237;125;FCLGA3647;Server
[Quad CPU] Intel Xeon Gold 5218 @ 2.30GHz;16;54123;2273;125;FCLGA3647;Server
[Dual CPU] Intel Xeon Gold 5218 @ 2.30GHz;16;34232;2131;125;FCLGA3647;Server
[Dual CPU] Intel Xeon Gold 5218N @ 2.30GHz;16;41082;1785;110;FCLGA3647;Server
Intel Xeon Gold 5218R @ 2.10GHz;20;24742;2234;125;FCLGA3647;Server
[Dual CPU] Intel Xeon Gold 5218R @ 2.10GHz;20;41071;2195;125;FCLGA3647;Server
Intel Xeon Gold 5218T @ 2.10GHz;16;21433;2282;105;Unknown;Server
[Dual CPU] Intel Xeon Gold 5218T @ 2.10GHz;16;34851;1992;105;Unknown;Server
Intel Xeon Gold 5220 @ 2.20GHz;18;24154;2266;125;FCLGA3647;Server
[Dual CPU] Intel Xeon Gold 5220 @ 2.20GHz;18;41925;2211;125;FCLGA3647;Server
Intel Xeon Gold 5220R @ 2.20GHz;24;33370;2399;150;FCLGA3647;Server
[Dual CPU] Intel Xeon Gold 5220R @ 2.20GHz;24;55131;2338;150;FCLGA3647;Server
Intel Xeon Gold 5222 @ 3.80GHz;4;9489;2347;105;FCLGA3647;Server
[Dual CPU] Intel Xeon Gold 5222 @ 3.80GHz;4;17652;2311;105;FCLGA3647;Server
Intel Xeon Gold 5315Y @ 3.20GHz;8;20820;2480;140;FCLGA4189;Server
[Dual CPU] Intel Xeon Gold 5315Y @ 3.20GHz;8;36428;2471;140;FCLGA4189;Server
Intel Xeon Gold 5317 @ 3.00GHz;12;27387;2361;150;FCLGA4189;Server
[Dual CPU] Intel Xeon Gold 5317 @ 3.00GHz;12;43540;2382;150;FCLGA4189;Server
Intel Xeon Gold 5318Y @ 2.10GHz;24;33283;2083;165;FCLGA4189;Server
[Dual CPU] Intel Xeon Gold 5318Y @ 2.10GHz;24;58890;2160;165;FCLGA4189;Server
Intel Xeon Gold 5320 @ 2.20GHz;26;37558;1826;185;FCLGA4189;Server
[Dual CPU] Intel Xeon Gold 5320 @ 2.20GHz;26;65892;2152;185;FCLGA4189;Server
Intel Xeon Gold 5412U;24;52695;3180;185;FCLGA4677;Server
Intel Xeon Gold 5415+;8;25012;3219;150;FCLGA4677;Server
[Dual CPU] Intel Xeon Gold 5415+;8;44535;3232;150;FCLGA4677;Server
Intel Xeon Gold 5416S;16;36735;3171;150;FCLGA4677;Server
[Dual CPU] Intel Xeon Gold 5416S;16;63499;3310;150;FCLGA4677;Server
[Dual CPU] Intel Xeon Gold 5418Y;24;82949;3106;185;FCLGA4677;Server
Intel Xeon Gold 5420+;28;57593;3418;205;FCLGA4677;Server
[Dual CPU] Intel Xeon Gold 5420+;28;91545;3235;205;FCLGA4677;Server
Intel Xeon Gold 6122 @ 1.80GHz;20;23781;2157;120;FCLGA3647;Server
[Dual CPU] Intel Xeon Gold 6122 @ 1.80GHz;20;40707;2202;120;FCLGA3647;Server
Intel Xeon Gold 6126 @ 2.60GHz;12;18701;2056;125;FCLGA3647;Server
[Dual CPU] Intel Xeon Gold 6126 @ 2.60GHz;12;29894;2126;125;FCLGA3647;Server
Intel Xeon Gold 6128 @ 3.40GHz;6;13427;2227;115;FCLGA3647;Server
[Dual CPU] Intel Xeon Gold 6128 @ 3.40GHz;6;22651;2138;115;FCLGA3647;Server
Intel Xeon Gold 6130 @ 2.10GHz;16;20411;2067;125;FCLGA3647;Server
[Dual CPU] Intel Xeon Gold 6130 @ 2.10GHz;16;35286;1959;125;FCLGA3647;Server
[Dual CPU] Intel Xeon Gold 6130H @ 2.10GHz;16;35440;2229;125;FCLGA3647;Server
Intel Xeon Gold 6130T @ 2.10GHz;16;21804;1698;125;FCLGA3647;Server
Intel Xeon Gold 6132 @ 2.60GHz;14;21809;2125;140;FCLGA3647;Server
[Dual CPU] Intel Xeon Gold 6132 @ 2.60GHz;14;33329;2178;140;FCLGA3647;Server
Intel Xeon Gold 6134 @ 3.20GHz;8;16618;2227;130;FCLGA3647;Server
[Dual CPU] Intel Xeon Gold 6134 @ 3.20GHz;8;28563;2203;130;FCLGA3647;Server
Intel Xeon Gold 6136 @ 3.00GHz;12;21413;2215;150;FCLGA3647;Server
[Dual CPU] Intel Xeon Gold 6136 @ 3.00GHz;12;36329;2170;150;FCLGA3647;Server
Intel Xeon Gold 6137 @ 3.90GHz;16;19365;2499;205;FCLGA-3647;Server
Intel Xeon Gold 6138 @ 2.00GHz;20;22765;2061;125;FCLGA3647;Server
[Dual CPU] Intel Xeon Gold 6138 @ 2.00GHz;20;42900;2080;125;FCLGA3647;Server
Intel Xeon Gold 6138T @ 2.00GHz;20;20649;2087;125;FCLGA3647;Server
[Dual CPU] Intel Xeon Gold 6138T @ 2.00GHz;20;40064;1620;125;FCLGA3647;Server
[Dual CPU] Intel Xeon Gold 6139 @ 2.30GHz;18;40210;1954;-1;LGA 3647;Server
Intel Xeon Gold 6140 @ 2.30GHz;18;23016;2049;140;FCLGA3647;Server
[Dual CPU] Intel Xeon Gold 6140 @ 2.30GHz;18;38683;2089;140;FCLGA3647;Server
Intel Xeon Gold 6142 @ 2.60GHz;16;25490;2120;150;FCLGA3647;Server
[Dual CPU] Intel Xeon Gold 6142 @ 2.60GHz;16;36651;2087;150;FCLGA3647;Server
Intel Xeon Gold 6143 @ 2.80GHz;16;24786;2248;205;FCLGA3647;Server
[Dual CPU] Intel Xeon Gold 6143 @ 2.80GHz;16;46473;2392;205;FCLGA3647;Server
Intel Xeon Gold 6144 @ 3.50GHz;8;19993;2509;150;FCLGA3647;Server
[Dual CPU] Intel Xeon Gold 6144 @ 3.50GHz;8;29954;2466;150;FCLGA3647;Server
Intel Xeon Gold 6146 @ 3.20GHz;12;23296;2309;165;FCLGA3647;Server
[Dual CPU] Intel Xeon Gold 6146 @ 3.20GHz;12;38645;2337;165;FCLGA3647;Server
Intel Xeon Gold 6148 @ 2.40GHz;20;28999;2156;150;FCLGA3647;Server
[Dual CPU] Intel Xeon Gold 6148 @ 2.40GHz;20;46926;2112;150;FCLGA3647;Server
[Dual CPU] Intel Xeon Gold 6149 @ 3.10GHz;16;37551;2057;-1;FCLGA3647;Server
Intel Xeon Gold 6150 @ 2.70GHz;18;27337;2144;165;FCLGA3647;Server
[Quad CPU] Intel Xeon Gold 6150 @ 2.70GHz;18;64115;1921;165;FCLGA3647;Server
[Dual CPU] Intel Xeon Gold 6150 @ 2.70GHz;18;47354;2142;165;FCLGA3647;Server
Intel Xeon Gold 6152 @ 2.10GHz;22;24680;2085;140;FCLGA3647;Server
[Dual CPU] Intel Xeon Gold 6152 @ 2.10GHz;22;46151;2048;140;FCLGA3647;Server
Intel Xeon Gold 6154 @ 3.00GHz;18;28632;2239;200;FCLGA3647;Server
[Dual CPU] Intel Xeon Gold 6154 @ 3.00GHz;18;49993;2185;200;FCLGA3647;Server
Intel Xeon Gold 6208U @ 2.90GHz;16;27085;2265;150;FCLGA3647;Server
Intel Xeon Gold 6210U @ 2.50GHz;20;28915;2203;150;FCLGA3647;Server
Intel Xeon Gold 6212U @ 2.40GHz;24;27470;2013;165;FCLGA3647;Server
Intel Xeon Gold 6226 @ 2.70GHz;12;20429;2064;125;FCLGA3647;Server
[Quad CPU] Intel Xeon Gold 6226 @ 2.70GHz;12;64957;2260;125;FCLGA3647;Server
[Dual CPU] Intel Xeon Gold 6226 @ 2.70GHz;12;32062;2203;125;FCLGA3647;Server
Intel Xeon Gold 6226R @ 2.90GHz;16;26206;2277;150;FCLGA3647;Server
[Dual CPU] Intel Xeon Gold 6226R @ 2.90GHz;16;39575;2126;150;FCLGA3647;Server
Intel Xeon Gold 6230 @ 2.10GHz;20;27069;2269;125;FCLGA3647;Server
[Dual CPU] Intel Xeon Gold 6230 @ 2.10GHz;20;44594;2076;125;FCLGA3647;Server
Intel Xeon Gold 6230R @ 2.10GHz;26;33724;2236;150;FCLGA3647;Server
[Dual CPU] Intel Xeon Gold 6230R @ 2.10GHz;26;52432;2311;150;FCLGA3647;Server
Intel Xeon Gold 6234 @ 3.30GHz;8;17752;2393;130;FCLGA3647;Server
[Dual CPU] Intel Xeon Gold 6234 @ 3.30GHz;8;28888;2402;130;FCLGA3647;Server
Intel Xeon Gold 6238 @ 2.10GHz;22;28668;1878;140;FCLGA3647;Server
Intel Xeon Gold 6238R @ 2.20GHz;28;37511;2362;165;FCLGA3647;Server
[Dual CPU] Intel Xeon Gold 6238R @ 2.20GHz;28;57049;2152;165;FCLGA3647;Server
[Dual CPU] Intel Xeon Gold 6240 @ 2.60GHz;18;50158;2270;150;FCLGA3647;Server
Intel Xeon Gold 6240R @ 2.40GHz;24;33353;2312;165;FCLGA3647;Server
[Dual CPU] Intel Xeon Gold 6240R @ 2.40GHz;24;55334;2362;165;FCLGA3647;Server
Intel Xeon Gold 6242 @ 2.80GHz;16;26288;2196;150;FCLGA3647;Server
[Dual CPU] Intel Xeon Gold 6242 @ 2.80GHz;16;40853;2184;150;FCLGA3647;Server
Intel Xeon Gold 6242R @ 3.10GHz;20;34963;2424;205;FCLGA3647;Server
[Dual CPU] Intel Xeon Gold 6242R @ 3.10GHz;20;53595;2380;205;FCLGA3647;Server
Intel Xeon Gold 6244 @ 3.60GHz;8;18980;2546;150;FCLGA3647;Server
[Dual CPU] Intel Xeon Gold 6244 @ 3.60GHz;8;33625;2559;150;FCLGA3647;Server
Intel Xeon Gold 6246 @ 3.30GHz;12;24829;2468;165;FCLGA3647;Server
[Dual CPU] Intel Xeon Gold 6246 @ 3.30GHz;12;42206;2490;165;FCLGA3647;Server
Intel Xeon Gold 6246R @ 3.40GHz;16;30468;2341;205;FCLGA3647;Server
[Dual CPU] Intel Xeon Gold 6246R @ 3.40GHz;16;48396;2402;205;FCLGA3647;Server
Intel Xeon Gold 6248 @ 2.50GHz;20;29504;2291;150;FCLGA3647;Server
[Dual CPU] Intel Xeon Gold 6248 @ 2.50GHz;20;33619;1931;150;FCLGA3647;Server
Intel Xeon Gold 6248R @ 3.00GHz;24;35626;2286;205;FCLGA3647;Server
[Dual CPU] Intel Xeon Gold 6248R @ 3.00GHz;24;61312;2343;205;FCLGA3647;Server
Intel Xeon Gold 6250 @ 3.90GHz;8;20915;2703;185;FCLGA3647;Server
[Dual CPU] Intel Xeon Gold 6250 @ 3.90GHz;8;35164;2705;185;FCLGA3647;Server
Intel Xeon Gold 6252 @ 2.10GHz;24;27148;1883;150;FCLGA3647;Server
[Dual CPU] Intel Xeon Gold 6252 @ 2.10GHz;24;49891;2255;150;FCLGA3647;Server
[Dual CPU] Intel Xeon Gold 6252N @ 2.30GHz;24;49269;1942;150;FCLGA3647;Server
Intel Xeon Gold 6253CL @ 3.10GHz;18;28549;2311;205;FCLGA3647;Server
[Dual CPU] Intel Xeon Gold 6253CL @ 3.10GHz;18;49872;2401;205;FCLGA3647;Server
Intel Xeon Gold 6254 @ 3.10GHz;18;30381;2376;200;FCLGA3647;Server
[Dual CPU] Intel Xeon Gold 6254 @ 3.10GHz;18;53981;2338;200;FCLGA3647;Server
[Quad CPU] Intel Xeon Gold 6256 @ 3.60GHz;12;76542;2681;205;FCLGA3647;Server
[Dual CPU] Intel Xeon Gold 6256 @ 3.60GHz;12;46766;2634;205;FCLGA3647;Server
[Dual CPU] Intel Xeon Gold 6258R @ 2.70GHz;28;63984;2346;205;FCLGA3647;Server
[Dual CPU] Intel Xeon Gold 6262 @ 1.90GHz;24;50546;2139;135;Unknown;Server
Intel Xeon Gold 6262V @ 1.90GHz;3;3155;1486;135;FCLGA3647;Server
[Dual CPU] Intel Xeon Gold 6266C @ 3.00GHz;22;51998;1970;205;FCLGA3647;Server
Intel Xeon Gold 6268CL @ 2.80GHz;24;36878;2310;205;FCLGA3647;Server
[Dual CPU] Intel Xeon Gold 6268CL @ 2.80GHz;24;60687;2353;205;FCLGA3647;Server
Intel Xeon Gold 6278C @ 2.60GHz;26;32835;2019;185;FCLGA3647;Server
Intel Xeon Gold 6312U @ 2.40GHz;24;42124;2344;185;FCLGA4189;Server
Intel Xeon Gold 6314U @ 2.30GHz;32;48013;2217;205;FCLGA4189;Server
Intel Xeon Gold 6326 @ 2.90GHz;16;35224;2338;185;FCLGA4189;Server
[Dual CPU] Intel Xeon Gold 6326 @ 2.90GHz;16;54114;2371;185;FCLGA4189;Server
Intel Xeon Gold 6330 @ 2.00GHz;28;43056;2034;205;FCLGA4189;Server
[Dual CPU] Intel Xeon Gold 6330 @ 2.00GHz;28;62360;1785;205;FCLGA4189;Server
Intel Xeon Gold 6330N @ 2.20GHz;28;36360;2322;165;FCLGA4189;Server
Intel Xeon Gold 6334 @ 3.60GHz;8;21521;2545;165;FCLGA4189;Server
[Dual CPU] Intel Xeon Gold 6334 @ 3.60GHz;8;34757;2516;165;FCLGA4189;Server
Intel Xeon Gold 6336Y @ 2.40GHz;24;45517;2522;185;FCLGA4189;Server
[Dual CPU] Intel Xeon Gold 6336Y @ 2.40GHz;24;71984;2534;185;FCLGA4189;Server
Intel Xeon Gold 6338 @ 2.00GHz;32;33814;2206;205;FCLGA4189;Server
[Dual CPU] Intel Xeon Gold 6338 @ 2.00GHz;32;68563;2185;205;FCLGA4189;Server
Intel Xeon Gold 6338N @ 2.20GHz;32;42552;2001;185;FCLGA4189;Server
[Dual CPU] Intel Xeon Gold 6338N @ 2.20GHz;32;65860;1955;185;FCLGA4189;Server
Intel Xeon Gold 6342 @ 2.80GHz;24;47320;2431;230;FCLGA4189;Server
[Dual CPU] Intel Xeon Gold 6342 @ 2.80GHz;24;74003;2376;230;FCLGA4189;Server
Intel Xeon Gold 6346 @ 3.10GHz;16;37722;2479;205;FCLGA4189;Server
[Dual CPU] Intel Xeon Gold 6346 @ 3.10GHz;16;56721;2448;205;FCLGA4189;Server
Intel Xeon Gold 6348 @ 2.60GHz;28;52276;2459;235;FCLGA4189;Server
[Dual CPU] Intel Xeon Gold 6348 @ 2.60GHz;28;75906;2354;235;FCLGA4189;Server
Intel Xeon Gold 6354 @ 3.00GHz;18;41445;2450;205;FCLGA4189;Server
[Dual CPU] Intel Xeon Gold 6354 @ 3.00GHz;18;65313;2521;205;FCLGA4189;Server
Intel Xeon Gold 6414U;32;57200;2610;250;FCLGA4677;Server
[Dual CPU] Intel Xeon Gold 6418H;24;84526;2901;185;FCLGA4677;Server
Intel Xeon Gold 6421N;32;58797;2978;185;FCLGA4677;Server
Intel Xeon Gold 6423N;28;57434;2998;195;FCLGA4677;Server
Intel Xeon Gold 6426Y;16;41447;2971;185;FCLGA4677;Server
[Dual CPU] Intel Xeon Gold 6426Y;16;68886;3149;185;FCLGA4677;Server
[Dual CPU] Intel Xeon Gold 6430;32;84745;2622;-1;Unknown;Server
Intel Xeon Gold 6434;8;24836;2759;195;FCLGA4677;Server
Intel Xeon Gold 6438N;32;52789;2315;205;FCLGA4677;Server
[Dual CPU] Intel Xeon Gold 6438Y+;32;93209;3276;205;FCLGA4677;Server
[Dual CPU] Intel Xeon Gold 6442Y;24;90879;3004;225;FCLGA4677;Server
[Dual CPU] Intel Xeon Gold 6444Y;16;78766;3330;270;FCLGA4677;Server
Intel Xeon Gold 6448Y;32;60449;2686;225;FCLGA4677;Server
[Dual CPU] Intel Xeon Gold 6448Y;32;106832;3391;225;FCLGA4677;Server
INTEL XEON GOLD 6538N;32;44895;1725;-1;Unknown;Unknown
[Dual CPU] Intel Xeon Gold 6548Y+;32;75088;2044;205;FCLGA4677;Server
Intel Xeon L3110 @ 3.00GHz;2;1338;1279;45;LGA775;Server
Intel Xeon L3360 @ 2.83GHz;4;2306;1207;65;LGA775;Server
Intel Xeon L3406 @ 2.27GHz;2;928;647;30;LGA1156;Server
Intel Xeon L3426 @ 1.87GHz;4;2590;1167;45;LGA1156;Server
Intel Xeon L5240 @ 3.00GHz;2;1337;1299;40;LGA771;Server
Intel Xeon L5310 @ 1.60GHz;4;1385;662;50;LGA771;Server
Intel Xeon L5320 @ 1.86GHz;4;1118;281;50;LGA771;Server
Intel Xeon L5335 @ 2.00GHz;4;1678;827;50;LGA771;Server
Intel Xeon L5408 @ 2.13GHz;4;1769;936;40;LGA771;Server
Intel Xeon L5410 @ 2.33GHz;4;1921;1029;50;LGA771;Server
[Dual CPU] Intel Xeon L5410 @ 2.33GHz;4;3974;1009;50;LGA771;Server
Intel Xeon L5420 @ 2.50GHz;4;2140;1101;50;LGA771;Server
[Dual CPU] Intel Xeon L5420 @ 2.50GHz;4;4221;1100;50;LGA771;Server
Intel Xeon L5430 @ 2.66GHz;4;2260;1154;50;LGA771;Server
[Dual CPU] Intel Xeon L5430 @ 2.66GHz;4;4269;1131;50;LGA771;Server
[Dual CPU] Intel Xeon L5506 @ 2.13GHz;4;4019;967;60;LGA1366;Server
Intel Xeon L5520 @ 2.27GHz;4;2274;1001;60;LGA1366;Server
[Dual CPU] Intel Xeon L5520 @ 2.27GHz;4;4830;1035;60;LGA1366;Server
Intel Xeon L5530 @ 2.40GHz;4;2522;1169;60;LGA1366;Server
Intel Xeon L5609 @ 1.87GHz;4;3298;1160;40;LGA1366;Server
Intel Xeon L5630 @ 2.13GHz;4;3018;1033;40;LGA1366;Server
[Dual CPU] Intel Xeon L5630 @ 2.13GHz;4;5206;960;40;LGA1366;Server
Intel Xeon L5638 @ 2.00GHz;6;3707;862;60;LGA1366;Server
[Dual CPU] Intel Xeon L5638 @ 2.00GHz;6;7217;944;60;LGA1366;Server
Intel Xeon L5639 @ 2.13GHz;6;4419;1102;60;LGA1366;Server
[Dual CPU] Intel Xeon L5639 @ 2.13GHz;6;5768;1010;60;LGA1366;Server
Intel Xeon L5640 @ 2.27GHz;6;4606;1132;60;LGA1366;Server
[Dual CPU] Intel Xeon L5640 @ 2.27GHz;6;8489;1151;60;LGA1366;Server
Intel Xeon L7455 @ 2.13GHz;6;2494;601;65;PGA604;Server
Intel Xeon MV 3.20GHz;2;582;378;90;mPGA604;Server
Intel Xeon Phi 7210 @ 1.30GHz;64;7306;460;215;SVLCLGA3647;Server
Intel Xeon Platinum 8124M @ 3.00GHz;18;27336;2091;-1;FCLGA3647;Server
[Dual CPU] Intel Xeon Platinum 8124M @ 3.00GHz;18;48775;2019;-1;FCLGA3647;Server
Intel Xeon Platinum 8151 @ 3.40GHz;2;6591;2393;-1;Unknown;Server
[Dual CPU] Intel Xeon Platinum 8153 @ 2.00GHz;16;30722;1643;125;FCLGA3647;Server
[Dual CPU] Intel Xeon Platinum 8156 @ 3.60GHz;4;16852;2245;105;FCLGA3647;Server
Intel Xeon Platinum 8160 @ 2.10GHz;24;27968;2072;150;FCLGA3647;Server
[Quad CPU] Intel Xeon Platinum 8160 @ 2.10GHz;24;72905;2379;150;FCLGA3647;Server
[Dual CPU] Intel Xeon Platinum 8160 @ 2.10GHz;24;48795;2011;150;FCLGA3647;Server
[Dual CPU] Intel Xeon Platinum 8160M @ 2.10GHz;24;53398;2217;150;FCLGA3647;Server
Intel Xeon Platinum 8167M @ 2.00GHz;26;25396;1455;-1;FCLGA3647;Server
Intel Xeon Platinum 8168 @ 2.70GHz;24;32811;2096;205;FCLGA3647;Server
